(array of sushi#neutral),(food#neutral),Harumi Sushi has the freshest and most delicious array of sushi in NYC.
(owners#positive)(cuisine#positive),(food#positive)(service#positive),"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff."
(indian food#neutral)(ambiance#positive),(ambience#positive)(food#neutral),"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice."
(food#positive),(food#positive),I definitely enjoyed the food as well.
,(anecdotes/miscellaneous#positive),have always had a great time here.
(service#positive),(food#positive)(service#positive)(ambience#positive),"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable."
,(anecdotes/miscellaneous#positive),You will be very happy with the experience.
(food#positive)(decor#positive),(food#positive)(ambience#positive),"The food is surprisingly good, and the decor is nice."
(dinners#negative)(lunch#negative),(food#negative),How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!
(steaks#neutral),(food#neutral),Two wasted steaks -- what a crime!
(staff#positive),(service#positive),The staff should be a bit more friendly.
,(anecdotes/miscellaneous#positive),I absolutely suggest this place.
(meatball parm#positive)(meatball parm#neutral),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#positive),I think the meatball parm is good.
(latin food#positive),(food#positive),"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong."
(taglierini with truffles#positive),(food#positive),Definitely try the taglierini with truffles - it was incredible.
(staff#positive),(service#positive),"Also, the staff is very attentive and really personable."
,(anecdotes/miscellaneous#positive),"Overall, this is a great new restaurant that has been consistently good every time I have been."
(gnocchi#neutral),(food#neutral),The gnocchi literally melts in your mouth!
(portobello/gorgonzola/sausage appetizer#neutral)(food#positive)(staff#positive),(anecdotes/miscellaneous#neutral)(food#positive)(service#positive),Had a great experience at Trio ... staff was pleasant; food was tasty and large in portion size - I would highly recommend the portobello/gorgonzola/sausage appetizer and the lobster risotto.
(lasagna#negative)(chicken parmigiana#negative)(Entrees#negative)(fettuccine Alfredo#negative),(food#negative),"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana."
(food#positive)(teriyaki#positive),(food#positive),"The food is good, the teriyaki I recommend."
(Meal#positive),(price#positive)(food#positive),Meal was very expensive for what you get.
(Peanut Butter Sorbet#neutral)(pizza with soy cheese#neutral),(food#neutral),Try the Peanut Butter Sorbet and the pizza with soy cheese!
(price#positive)(food#neutral),(price#positive)(food#neutral),"Good food at the right price, what more can you ask for."
,(anecdotes/miscellaneous#positive),"We love it, and took buses and cabs to get there."
,(anecdotes/miscellaneous#positive),"If you' re in New York, you do not want to miss this place."
(atmosphere#positive)(service#positive),(ambience#positive)(food#positive)(service#positive),"The food is top notch, the service is attentive, and the atmosphere is great."
,(anecdotes/miscellaneous#negatigve),"I've been coming here on and off for the past five years and I have to say that La Lanterna has never, ever dissapointed me."
(waitstaff#positive)(beer#neutral)(food#positive)(atmosphere#positive)(food#neutral),(service#positive)(food#positive)(ambience#positive)(food#neutral),"Great food, great waitstaff, great atmosphere, and best of all GREAT beer!"
(kimono shrimp special#neutral)(food#positive)(kimono shrimp special#positive)(atmosphere#positive),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#positive)(food#positive)(ambience#positive),this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.
,(anecdotes/miscellaneous#positive),"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!"
,(anecdotes/miscellaneous#positive),The whole experience was satisfying.
,(anecdotes/miscellaneous#positive),"However, it was worth the visit."
(menu#positive),(price#positive)(food#positive),The menu is interesting and quite reasonably priced.
(ingredients#positive)(food#positive),(food#positive),The food was delicious and clearly fresh ingredients were used.
(food#positive),(food#positive),This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.
(meal#neutral)(Appetizer#positive)(meal#positive),(anecdotes/miscellaneous#positive)(food#positive)(food#neutral),Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.
(spicy mussels#neutral),(food#neutral),The spicy mussels are a highlight.
(Onion Rings#positive),(food#positive),Also get the Onion Rings -- best we've ever had.
,(price#neutral),Would not return for the amount we paid.
(food#negative),(food#negative),"However, being foodies, we were utterly disappointed with the food."
(portions#neutral)(prices#positive)(service#positive),(ambience#neutral)(price#positive)(service#positive),"Huge portions, great and attentive service, and pretty good prices."
(food#negative)(service#negative),(food#negative)(service#negative),I was highly disappointed by their service and food.
(waiter#negative)(manager#negative),(service#negative),"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up."
(milkshakes#positive)(food#positive),(food#positive),The food is great and the milkshakes are even better!
,(ambience#negatigve),Stay away if you're claustrophobic
,(anecdotes/miscellaneous#neutral),"If you're in the 'hood, definitely stop in."
(mushroom barley soup#positive),(food#positive),the mushroom barley soup is amazing.
,(anecdotes/miscellaneous#neutral),"On the recommendation of a friend, I checked out Arezzo with my wife."
(food#positive)(staff#positive),(food#positive)(service#positive),"I'm glad I did as the food was very good and the staff was friendly, courteous and efficient."
(duck#positive),(food#positive),Their duck here is also absolutely delicious.
,(anecdotes/miscellaneous#neutral),This is definitely one of the places that I have continued to come back to over the years.
(food#positive)(drinks#positive),(food#positive)(ambience#positive),"While it was large and a bit noisy, the drinks were fantastic, and the food was superb."
(curried casseroles#neutral),(food#neutral),One caveat: Some of the curried casseroles can be a trifle harsh.
,(food#positive),I wasn't impressed and it wasn't SPICEY????
(food#neutral),(food#neutral),The food was almost always EXCELLENT.
(taste#positive),(food#positive),I was pleasently surprised at the taste.
(space#positive),(food#positive)(ambience#positive),"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers."
(orange donut#neutral),(food#neutral),I never had an orange donut before so I gave it a shot.
(atmosphere#neutral),(ambience#neutral),"they really provide a relaxing, laid-back atmosphere."
(meats#neutral),(food#neutral),This particular location certainly uses substandard meats.
,(anecdotes/miscellaneous#neutral),I stumbled upon this resteraunt on my way home from the subway.
(Management#negative),(service#negative),The Management was less than accomodating.
(ambience#neutral),(ambience#neutral),The ambience is also more laid-back and relaxed.
(teas#positive)(sweets#positive),(food#positive),the teas are great and all the sweets are homemade.
(mojitos#positive)(service#positive),(food#positive)(service#positive),mojitos and the service are the best part in there
(lemon-dressed cobb#neutral),(food#neutral),"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."
,(anecdotes/miscellaneous#positive),this restaurant is absolutely beautiful.
(design#positive),(ambience#positive),The design is very intimate and romantic.
(food#neutral),(food#neutral),The food was wonderful and imaginative.
(staff#neutral),(service#neutral),The staff is very sharp and they look good too.
(taste#negative),(food#negative),The worst though was the taste.
,(food#negatigve),"They were dry, stale and pretty flavorless."
(mole sauce#neutral)(fajita#negative)(mole sauce#positive),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#negative)(anecdotes/miscellaneous#positive),The fajita we tried was tasteless and burned and the mole sauce was way too sweet.
(roasted chickens#neutral),(food#neutral),Stay with the roasted chickens and you'll be fine.
(atmosphere#positive),(ambience#positive),"The atmosphere is warm, comfortable, artsy and sexy."
(prices#positive)(selection#positive)(food#positive)(drinks#positive),(price#positive)(food#positive),"The food is great (big selection, reasonable prices) and the drinks are really good."
(steak#neutral),(food#neutral),The steak melted in my mouth.
(waiters#positive),(service#positive),"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it."
(priced#positive),(price#positive),"Most importantly, it is reasonably priced."
(atmosphere#positive)(selection of food#positive),(food#positive)(ambience#positive),"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great."
(dessert#neutral)(taste#neutral),(price#neutral)(food#neutral),"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste."
(Food#positive),(food#positive),"Food was decent, but not great."
,(anecdotes/miscellaneous#neutral),I have no idea why this restaurant is so often overlooked.
,(anecdotes/miscellaneous#positive),"From the moment you walk in, you feel like you're in the perfect place."
(hot dog#positive),(food#positive),i dont know what some people who rave about this hot dog are talking about.
(food#positive)(bar#neutral),(ambience#neutral)(food#positive),it is a hidden delight complete with a quaint bar and good food.
,(anecdotes/miscellaneous#positive),"I find that most Kosher restaurants are average to good, but this has been the best I've eaten so far."
(waiters#negative),(service#negative),The waiters ALWAYS look angry and even ignore their high-tipping regulars.
(atmosphere#positive),(ambience#positive),"the atmosphere is very nice, and a welcome escape from the rest of the SI mall."
(food#negative),(food#negative)(price#negative),"Yes, they're a bit more expensive then typical, but then again, so is their food."
,(anecdotes/miscellaneous#positive),"Not terrible, but not the restaurant in the reviews of 2002."
(mango margareta#neutral)(burgers#neutral)(salads#neutral),(price#neutral)(food#neutral),"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money."
,(food#positive),It was delicious and large!
(prices#neutral),(price#neutral),"Anywhere else, the prices would be 3x as high!"
(service#positive),(service#positive),The service we experienced was friendly and good.
(staff#neutral)(waiter#positive),(service#neutral)(service#positive),Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.
(folding chair#negative)(folding chair#neutral),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#negative),The folding chair I was seated at was uncomfortable.
,(anecdotes/miscellaneous#neutral),As we waited I watched 3 seperate groups of diners discuss how dissapointed they also were.
,(anecdotes/miscellaneous#positive),An excellent choice in midtown.
(Service#positive),(service#positive),Service was among the best I have ever had in NYC.
(fettucino alfredo#positive),(food#positive),The fettucino alfredo was amazing.
(vegan options#positive)(food#positive),(food#positive),The food was very good and I was pleasantly surprised to see so many vegan options.
(Indian food#neutral)(Indian food#positive),(food#positive)(food#neutral),I know real Indian food and this wasn't it.
(Veal Chops#positive)(potato gratin#positive)(Smoked Trout#positive)(Lamb Chops#positive)(Rabbit#positive),(food#positive),"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on..."
(food#positive),(food#positive)(service#positive),"Even when the chef is not in the house, the food and service are right on target."
(mussels#positive)(hamburger#positive)(eggs benedict#positive),(food#positive),Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.
(waiters#positive),(service#positive),"The waiters were very professional, courteous and attentive."
,(anecdotes/miscellaneous#positive),My boyfriend and I went here last night and LOVED it!
(chicken#positive),(food#positive),The falafal was rather over cooked and dried but the chicken was fine.
(grand marnier shrimp#negative),(food#negative),"I highly reccomend the grand marnier shrimp, it's insanely good."
(food#positive)(service#positive),(food#positive)(service#positive),"We been there and we really enjoy the food, was areally great food, and the service was really good."
(sopaipillas#neutral)(Desserts#neutral)(flan#neutral),(food#neutral),Desserts include flan and sopaipillas.
(portions#positive),(food#positive),I was starving and the small portions were driving me crazy!
(wait staff#negative),(service#negative),The wait staff was loud and inconsiderate.
(service#neutral)(food#neutral),(service#neutral)(food#neutral),"However, the food and service and dramatically lacking."
(sushi#neutral),(food#neutral),The sushi is cut in blocks bigger than my cell phone.
(service#positive),(food#positive)(service#positive),"The service is great, my soup always arrives nice and hot."
(crepes#positive),(food#positive),It had been awhile and I forgot just how delicious crepes can be.
(creme brulee#neutral)(apple tart#neutral)(desserts#positive),(anecdotes/miscellaneous#neutral)(food#positive)(food#neutral),Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.
,(anecdotes/miscellaneous#neutral),My friend told me about this restaurant for a year before he finally took me this weekend.
(shrimp creole#positive),(food#positive),i had a delicious shrimp creole.
(chicken dinner#positive),(food#positive),The chicken dinner was real good.
(chili signed food items#neutral),(food#neutral),Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.
(decor#positive),(ambience#positive),The decor is designed in a contemporary Japanese style restaurant.
(food#positive),(food#positive),but the food was delicious.
(coconut rice#neutral),(food#neutral),"Try the ribs, sizzling beef and couple it with coconut rice."
,(price#negatigve),The only drawback is that it's a little pricey.
,(anecdotes/miscellaneous#positive),Everything about this place was wonderful.
(avocado salad#neutral),(food#neutral),The avocado salad is a personal fave.
(honey BBQ rib tips#neutral),(food#neutral),"And, the honey BBQ rib tips are yummy!"
(Chinese food#neutral),(food#neutral),The BEST Chinese food Uptown!
(Service#positive),(service#positive),Service is known for bending over backwards to make everyone happy.
(atmosphere#positive),(ambience#positive),"The atmosphere is attractive, but a little uncomfortable."
(staff#positive),(service#positive),The staff is very friendly.
(Waiters#positive),(food#positive)(service#positive),Waiters are very friendly and the pasta is out of this world.
(wine list#neutral)(wine list#positive),(food#positive)(food#neutral),Great wine list and great cocktail menu.
(crab cakes#positive)(BBQ rib#positive),(food#positive),The crab cakes are delicious and the BBQ rib was perfect.
(food#neutral),(food#neutral),"The food is wonderful, artfully done and simply delicious."
(service#positive),(ambience#positive)(service#positive),Tiny restaurant with very fast service.
(sauce#neutral),(food#neutral),"The sauce may not be for everyone, since it is distintive."
(service#neutral)(desserts#positive),(service#neutral)(food#positive),My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.
(atmosphere#positive),(ambience#positive),"A beautiful atmosphere, perfect for drinks and/or appetizers."
,(anecdotes/miscellaneous#neutral),Curioni's Pizza has been around since the 1920's.
(pizza#positive),(food#positive),They make the best pizza in New Jersey.
,(anecdotes/miscellaneous#negatigve),I recently visited over this past summer after being away for a year.
(beer list#positive)(food#positive)(service#positive)(beer list#neutral),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#positive)(food#positive)(service#positive),"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list."
(chinese food#neutral),(food#neutral),"Frankly, the chinese food here is something I can make better at home."
(waiter#positive),(service#positive),There was only one waiter for the whole restaurant upstairs.
(soft shell crab#positive),(food#positive),We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.
(service#positive),(service#positive),"Not to be overlooked, the service is excellent."
(hotdogs#negative),(food#negative),this without question is one of the worst hotdogs i have ever had.
(Saag gosht#positive)(staff#positive),(food#positive)(service#positive),"The staff is unbelievably friendly, and I dream about their Saag gosht...so good."
(garlic knots#neutral),(food#neutral),I also recommend the garlic knots.
(Indian food#neutral),(food#neutral),Best Indian food I have ever eaten.
,(anecdotes/miscellaneous#neutral),You won't be dissapointed.
(pizza#positive),(food#positive),This place has the best pizza.
,(anecdotes/miscellaneous#positive),Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.
(music#neutral),(ambience#neutral),The music which is sometimes a little too heavy for my taste.
(service#positive),(service#positive),The service is excellent and always informative without an air.
(owner#positive)(staff#positive),(service#positive),The owner and staff go to great lengths to make you feel comfortable.
,(ambience#neutral),I can't stand this dungeon.
(sushi#positive),(food#positive),The sushi is always fresh and yummy and the menu is pretty varied.
(cooked food#positive)(sushi#positive)(food#positive)(cooked food#neutral)(food#neutral),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#positive)(food#positive)(food#neutral),"The food was great - sushi was good, but the cooked food amazed us."
(dinner specials#positive),(food#positive),their dinner specials are fantastic.
,(food#neutral),Delish and made to your liking!
(dining atmosphere#positive)(drinks#positive)(food#neutral),(anecdotes/miscellaneous#positive)(food#positive)(food#neutral),"Great food, great drinks, nice dining atmosphere."
(food#negative)(price#negative),(food#negative)(price#negative),"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants."
(Food portion#negative),(food#negative),Food portion was SMALL and below average.
,(anecdotes/miscellaneous#neutral),Do yourself a favor and avoid this place at ALL COST!
,(anecdotes/miscellaneous#positive),since the first time I came here I've been hooked.
(chairs#positive),(ambience#positive),Sit back in one of those comfortable chairs.
,(anecdotes/miscellaneous#positive),"People in the neighborhood seem to love it, too."
,(anecdotes/miscellaneous#negatigve),"in conclusion, THIS PLACE SUCKS!!!"
(Tostada de Tinga#neutral)(Tacos Pastor#neutral),(food#neutral),My favs here are the Tacos Pastor and the Tostada de Tinga...
,(anecdotes/miscellaneous#positive),"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!"
,(anecdotes/miscellaneous#positive),Have to tell you: Not at all impressed.
(bartenders#positive)(decor#neutral),(ambience#positive)(food#neutral),"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy."
(hot and sour soup#positive)(soup and sandwich meal#positive),(food#positive),"For a savory take on the soup and sandwich meal, try the hot and sour soup."
(atmosphere#positive)(food#positive)(service#positive)(drinks#positive),(service#positive)(food#positive)(ambience#positive),"This bar has it all - great drinks, cool atmosphere, excellent service and delicious food."
(chick peas with shrimp (appetizer#neutral),(food#neutral),"Also, the chick peas with shrimp (appetizer) is divine."
(service#positive),(service#positive),"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk."
,(anecdotes/miscellaneous#neutral),How have I never been to Agave before?
,(price#positive),"You're going to drop some coin, but completely worth it, especially if you are looking to impress someone."
(lamb#positive),(food#positive),We ordered lamb which was perfectly cooked and tasted awesome.
(soft shell crab sandwich with fries#neutral)(soft shell crab sandwich with fries#positive),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#positive),i especially like their soft shell crab sandwich with fries.
(hong kong-style food#neutral)(hong kong-style food#positive),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#positive),"if you're looking for authentic hong kong-style food, look no further."
,(anecdotes/miscellaneous#neutral),My wife I lived on the west side and found this while visiting firends on the UES.
(wine#positive),(food#positive),good food good wine that's it.
,(anecdotes/miscellaneous#positive),A nice find in the neighborhood.
(staff#positive),(service#positive),The staff was extremely friendly and pleasant.
,(service#neutral),"And as SOON as one person is done, she asked to pick up the plate immediately."
,(anecdotes/miscellaneous#neutral),"This place is Italian, not French."
,(anecdotes/miscellaneous#positive),"After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite."
(kitchen food#positive),(food#positive),"While their kitchen food is delicious, their Sushi is out of this world."
,(ambience#neutral),"There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!"
(atmosphere#positive)(waitresses#positive)(service#positive),(ambience#positive)(service#positive),"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere."
(italian food#positive)(italian food#neutral),(food#positive)(food#neutral),"It's traditional, simple italian food."
,(anecdotes/miscellaneous#negatigve),My girlfriend and I just spent our 10 month anniversary at Lou Lou.
(food#positive)(rolls#positive)(sushi/sashimi#positive),(food#positive),"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level."
(sashimi#negative),(food#negative),(The sashimi is cut a little thinly.
,(anecdotes/miscellaneous#positive),"Bay Terrace mall is nothing (ok, almost nothing) without it!"
(price#positive),(price#positive),Could have had better for 1/3 the price in Chinatown.
,(anecdotes/miscellaneous#neutral),My husband and I had a blast.
,(anecdotes/miscellaneous#neutral),personally i say save your money.
(English muffins#neutral)(breakfast sandwiches#neutral)(hot dogs#positive)(pork product#neutral),(anecdotes/miscellaneous#neutral)(food#positive),"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham."
,(anecdotes/miscellaneous#positive),"Believe me, they live up to the name."
(bartender#neutral)(manager#neutral),(service#neutral),"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out."
(atmosphere#positive)(service#positive),(ambience#positive)(service#positive),"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable."
(green chillis#positive),(food#positive),"When the dish arrived it was blazing with green chillis, definitely not edible by a human."
(service#neutral)(service#negative),(service#neutral)(service#negative),The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).
(dine-in#neutral)(take-out#neutral)(lunch#neutral),(service#neutral)(price#neutral),It's about $7 for lunch and they have take-out or dine-in.
,(anecdotes/miscellaneous#positive),They are by far the BEST past in New York.
,(anecdotes/miscellaneous#neutral),I have eaten here several times before attending an afternoon performance.
,(price#positive),Everything is very cheap.
(fresh juice concoctions#positive),(food#positive),Be sure to accompany your food with one of their fresh juice concoctions.
(prices#positive)(food#positive),(price#positive)(food#positive),The food is great and the prices are reasonable.
(place#positive),(food#positive)(ambience#positive),"The place is clean, and if you like soul food, then this is the place to be!"
,(anecdotes/miscellaneous#neutral),You'll see a lot of people eating there after church.
(roast chicken#negative)(salad#negative),(food#negative),I had roast chicken and a salad.
,(anecdotes/miscellaneous#negatigve),I've been a regular customer at Juice Generation for the last 3 months - my office moved to the Film Center on Ninth Avenue and they are on the next block.
(chicken with avocado#positive),(food#positive),They have a very good chicken with avocado and good tuna as well.
,(anecdotes/miscellaneous#positive),It's the kind of place I like to support!
(meals#neutral),(food#neutral),But the meals were terrible.
(chicken#neutral)(sauce#neutral),(food#neutral),My chicken was completely dried out and on the cold side and the sauce was not very flavorful.
(Malted Milk Ball Gelato#positive),(food#positive),Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?
,(anecdotes/miscellaneous#positive),just walk by the window and see all the unbiased positive reviews in all the major nyc publications.
(meal#neutral),(price#neutral)(food#neutral),Way too much money for such a terrible meal.
,(anecdotes/miscellaneous#neutral),Would not recommend anyone to go.
(service#neutral),(service#neutral),"However, the service is absolutely horrible."
(bar service#negative),(service#negative),A con was the slow bar service.
(Dessert#neutral),(food#neutral),Dessert was also to die for!
(service#positive),(service#positive),"BTW, the service is very good ."
,(anecdotes/miscellaneous#positive),We loved it and will go back!
,(anecdotes/miscellaneous#positive),I came again weeks later with my boyfriend and again had a very nice experience.
(shredded ginger#neutral)(black vinegar#positive),(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#positive),It's eaten with black vinegar and shredded ginger.
(food#negative)(lighting#neutral)(disco pop duo#negative),(food#negative)(anecdotes/miscellaneous#neutral)(anecdotes/miscellaneous#negative),"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate."
,(anecdotes/miscellaneous#neutral),We'll definitly be back again!
,(anecdotes/miscellaneous#positive),This is the best Italian restaurant in the city.
(place#positive),(ambience#positive),it is a cozy place to go with a couple of friends.
(service#positive),(service#positive),"The service is always great, and the owner walks around to make sure you enjoy."
(waiters#neutral),(service#neutral),because the waiters need SEVERE ATTITUE ADJUSTMENTS.
,(anecdotes/miscellaneous#negatigve),"There are numerous shavue restaurants in LA, but few out here."
,(anecdotes/miscellaneous#negatigve),Horrible experience - stay away!
,(anecdotes/miscellaneous#positive),"If this restaurant was in Manhattan, I would definitely go more often."
(food#positive),(food#positive),the food is delicious and highly recommended.
(waiter#negative),(service#negative),"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???"
,(anecdotes/miscellaneous#neutral),One of my Fav spots in the city.
,(anecdotes/miscellaneous#neutral)(price#neutral),"Over priced, overrated....stay away!"
,(anecdotes/miscellaneous#neutral),Do not go to this restaurant.
,(anecdotes/miscellaneous#positive),"since i was in the neighborhood, we made sure to give this a try."
,(anecdotes/miscellaneous#positive),All I can say is they are fantastic.
(vegetarian platters#neutral)(salads#neutral),(food#neutral),Dieters stick to salads or indulge in vegetarian platters.
(meal#positive),(food#positive),So for a filling and healthy meal give it a go.
,(anecdotes/miscellaneous#negatigve),I can't imagine how much worse it would have been if we'd gone at a prime time!
,(anecdotes/miscellaneous#neutral),I have dined at Mammino several times now and each time it gets bettter.
,(anecdotes/miscellaneous#negatigve),Definitely something to come down and check out.
(food#positive),(anecdotes/miscellaneous#positive),"Since I cook for a living, I'm very fussy about the food I eat in restaurants."
(service#positive),(service#positive),The service was outstanding.
,(anecdotes/miscellaneous#neutral),I went for restaurant week.
(pizza#neutral),(anecdotes/miscellaneous#neutral),My friends and I stop here for pizza before hitting the Kips Bay movie theater.
(pizza#positive),(food#positive),We always enjoy the pizza.
(service#positive),(service#positive),The service is pretty good.
,(anecdotes/miscellaneous#negatigve),I went there with a few friends and will return.
,(anecdotes/miscellaneous#negatigve),This place has been around for a few years.
(chicken#positive),(food#positive),"Yum, the chicken is great here."
,(anecdotes/miscellaneous#positive),I highly recommend this restaurant!!
,(anecdotes/miscellaneous#neutral),You will find everything about Trio to your liking!
,(anecdotes/miscellaneous#negatigve),This place was the worst.
,(anecdotes/miscellaneous#neutral),I ordered from here last week.
,(anecdotes/miscellaneous#positive),"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station."
(food#positive),(food#positive),"The food here was great, a treat from beginning to end."
(host (owner)#neutral),(service#neutral),The host (owner) and servers are personable and caring.
,(anecdotes/miscellaneous#positive),I decided to try out this place after hearing about it in many magazines.
(hostess#neutral),(ambience#neutral)(service#neutral)(food#neutral),"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess."
,(anecdotes/miscellaneous#neutral),Having moved I truly miss this place.
(food#positive)(service#positive),(food#positive)(service#positive),The food is very good and the service is great.
(Vietnamese Beef Noodle Soup#neutral),(food#neutral),I usually get one the Vietnamese Beef Noodle Soup.
,(anecdotes/miscellaneous#negatigve),"SUM IT: local investment bankers like it, try for yourself at least once."
,(anecdotes/miscellaneous#positive),I started going to dosa hut more after that.
(dining experience#neutral),(anecdotes/miscellaneous#neutral),We were wondering why they were there to make our dining experience miserable?
