(anecdotes/miscellaneous),The whole experience was satisfying.
(anecdotes/miscellaneous#service#anecdotes/miscellaneous#service),"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal."
(anecdotes/miscellaneous#food#anecdotes/miscellaneous),"If you are here as a pre-show meal, hop in a cab and take the extra 10 minutes to go to the uptown location."
(anecdotes/miscellaneous),It took about 2 1/2 hours to be served our 2 courses.
(food#anecdotes/miscellaneous),This is the best Italian restaurant in the city.
(anecdotes/miscellaneous),My friend told me about this restaurant for a year before he finally took me this weekend.
(food#anecdotes/miscellaneous#food),My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.
(anecdotes/miscellaneous#service),"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable."
(anecdotes/miscellaneous),"in conclusion, THIS PLACE SUCKS!!!"
(food#food),"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs."
(anecdotes/miscellaneous#service),The staff is 100% Italian and the food is as authentic as it gets.
(anecdotes/miscellaneous),"now called nikki sushi, sushi is OK."
(anecdotes/miscellaneous#anecdotes/miscellaneous),Really Lovely dining experience in the midst of buzzing midtown area.
(food#food),I was starving and the small portions were driving me crazy!
(anecdotes/miscellaneous),In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a mix of sports-bar butch and ornate kitsch.
(food#food),The fried calamari was even better!
(service#food#service#anecdotes/miscellaneous#service),"To be fair, the food still is good and the service is quick and attentative even though its usually very busy."
(service#anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous),"if you're looking for authentic hong kong-style food, look no further."
(anecdotes/miscellaneous),"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!"
(service),I have dined at Mammino several times now and each time it gets bettter.
(food#food#anecdotes/miscellaneous#anecdotes/miscellaneous),the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.
(anecdotes/miscellaneous#food#service),The wait staff was very attentive and polite.
(food),Could have had better for 1/3 the price in Chinatown.
(anecdotes/miscellaneous),I recommend any of their salmon dishes......
(service#food),Be sure to accompany your food with one of their fresh juice concoctions.
(food#food),The food is very good and the service is great.
(food),Cuisine is billed as asian fusion - doesn't meet the bill.
(food#food),"From the beginning, we were met by friendly staff memebers, and the convienent parking at Chelsea Piers made it easy for us to get to the boat."
(anecdotes/miscellaneous),"they really provide a relaxing, laid-back atmosphere."
(service#food#food),"several times and put up with the waiters' bad manners, knowing that their job isn't easy."
(service),The Deco and ambiance was really romantic.
(food#service#service#food),"The room is a little plain, but it's difficult to make such a small place exciting and I would not suggest that as a reason not to go."
(anecdotes/miscellaneous#food#food),"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable."
(service#food#food),"The service is really fast and friendly, and the value is great."
(food),The boutique selection of wines covers a wide variety without being imposeing.
(anecdotes/miscellaneous#food),Great food but the service was dreadful!
(anecdotes/miscellaneous#service#anecdotes/miscellaneous),""" The menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians."
(service),I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.
(service#food#anecdotes/miscellaneous),They have very quick service which is great when you don't have much time.
(anecdotes/miscellaneous),We'd walked by it dozens of times and finally settled on a Monday night.
(anecdotes/miscellaneous#service),My order is on my table even on a busy friday night within 10 minutes (at the most) of hanging up the phone.
(food#food),My chicken was completely dried out and on the cold side and the sauce was not very flavorful.
(anecdotes/miscellaneous),"I would not recommend MEET at all, it is a rip off all the way from the time to step in!"
(anecdotes/miscellaneous),The prices are not terrible.
(service#anecdotes/miscellaneous#food),"I recommend the black roasted codfish, it was the best dish of the evening."
(food#food#food#anecdotes/miscellaneous),"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele."
(anecdotes/miscellaneous),Atmosphere is a bore.
(anecdotes/miscellaneous#food),"Good food at the right price, what more can you ask for."
(food),The falafal was rather over cooked and dried but the chicken was fine.
(food#anecdotes/miscellaneous),"Not only was the waiter efficient and courteous, but also extremely helpful. "
(anecdotes/miscellaneous),Dessert was also to die for!
(service#anecdotes/miscellaneous),"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste."
(service),perfect for a quick meal.
(anecdotes/miscellaneous),"However, the food and service and dramatically lacking."
(food#service#anecdotes/miscellaneous),"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants."
(anecdotes/miscellaneous#service),"Perfectly al dente pasta, not drowned in sauce -- generous portions."
(service#service),Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.
(food),The sushi is cut in blocks bigger than my cell phone.
(anecdotes/miscellaneous#anecdotes/miscellaneous),"This place is Italian, not French."
(anecdotes/miscellaneous),"Weekends can get crowded, but still highly recommended."
(food#service#anecdotes/miscellaneous#food),"The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the salads (avocado shrimp) were quite good."
(anecdotes/miscellaneous),Whatever the reason it is definitely the place to be.
(food),"Not only do they have the best escargot in town,they always try to accomodate our toddler."
(food),"BTW, the service is very good ."
(service),Staff is accomodating make sure you are satified.
(service#food),last Tuesday for a late lunch with a friend.
(food),Service was awful - mostly because staff were overwhelmed on a Saturday night.
(anecdotes/miscellaneous),"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport."
(anecdotes/miscellaneous),"And the food, well the food will keep you coming back."
(service#food),This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.
(anecdotes/miscellaneous),"Slow service, but when you're hanging around with groups of 10 or 20, who really notices?"
(anecdotes/miscellaneous),I WAS HIGHLY DISAPPOINTED BY THE FOOD.
(anecdotes/miscellaneous),"If you're in the 'hood, definitely stop in."
(service),"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess."
(food#food#food#anecdotes/miscellaneous#anecdotes/miscellaneous#food),"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service."
(anecdotes/miscellaneous),We loved it and will go back!
(food#service),"No green beans, no egg, no anchovy dressing, no nicoise olives, no red onion."
(service),Meal was very expensive for what you get.
(anecdotes/miscellaneous),"So we sat at the bar, the bartender didn't seem like he wanted to be there."
(anecdotes/miscellaneous),"I trust the people at Go Sushi, it never disappoints."
(food#food),good food good wine that's it.
(anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous),"Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious."
(food#food),Food is excellent quality for a good restaurant price.
(anecdotes/miscellaneous),"And, the honey BBQ rib tips are yummy!"
(anecdotes/miscellaneous),We spent so much time getting elbowed around while we waited we left.
(anecdotes/miscellaneous),Stay away if you're claustrophobic
(anecdotes/miscellaneous#anecdotes/miscellaneous),"Not because I was pregnant, but the food here is always delicious."
(anecdotes/miscellaneous),DON'T KNOW WHAT THE OTHERS ON THE BLOCK WERE LIKE BUT WE WERE PLEASED WITH OUR CHOICE.
(price#anecdotes/miscellaneous#anecdotes/miscellaneous),"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area."
(food#ambience#service#service),Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.
(anecdotes/miscellaneous),Before the place didn't call my attention.
(food#food),"The cold sesame noodles, which are a freebie when you order $10+, are delectable."
(service#service#anecdotes/miscellaneous#food),"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service."
(anecdotes/miscellaneous),the food is delicious and highly recommended.
(food),mojitos and the service are the best part in there
(service#anecdotes/miscellaneous),We were so happy with our food and were even more thrilled when we saw the bill.
(food),I would only go for the coffee which is way better than Starbucks or the like.
(anecdotes/miscellaneous),"After I paid for my purchase, I noticed they had not given me utensils so I could eat my pie."
(anecdotes/miscellaneous),My husband and I had a blast.
(ambience),My personal favorite is Nick and Joe's.
(food#service),"Too bad, has a lot of potential."
(anecdotes/miscellaneous),We live in the neighborhood and have been going there twice a week since the day they first opened.
(food#food),"But dinner here is never disappointing, even if the prices are a bit over the top."
(food#food),The food is great and the milkshakes are even better!
(anecdotes/miscellaneous#food),"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu."
(anecdotes/miscellaneous),It's the conversations that make this a fun place to be.
(anecdotes/miscellaneous),My friend had a burger and I had these wonderful blueberry pancakes.
(anecdotes/miscellaneous),I have been in NYC for over 10 years and could not find this delicacy east of the Hudson .
(service#anecdotes/miscellaneous),Owner is pleasant and entertaining.
(service#food#anecdotes/miscellaneous#anecdotes/miscellaneous),"The atmosphere is warm, comfortable, artsy and sexy."
(anecdotes/miscellaneous#anecdotes/miscellaneous),I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.
(food#food#food),"The waiters were very professional, courteous and attentive."
(anecdotes/miscellaneous),"I have never in my life sent back food before, but I simply had to, and the waiter argued with me over this."
(anecdotes/miscellaneous),Would not return for the amount we paid.
(anecdotes/miscellaneous#anecdotes/miscellaneous),The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.
(food#food#service),"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile."
(service),went there last night with my coworker.
(service#anecdotes/miscellaneous#service),"It doesn't look like much on the outside, but the minute you walk inside, it's a whole other atmosphere."
(anecdotes/miscellaneous),I was pleasently surprised at the taste.
(service#anecdotes/miscellaneous),"during busy hrs, i recommend that you make a reservation."
(anecdotes/miscellaneous),"The closest that I got was the Cherry Marscapone, but they were out of it that day."
(anecdotes/miscellaneous),"The sauce may not be for everyone, since it is distintive."
(anecdotes/miscellaneous),Waiting three hours before getting our entrees was a treat as well.
(food#food),"The food is surprisingly good, and the decor is nice."
(food#food),"Also, the staff is very attentive and really personable."
(food#food),"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great."
(price),"OK, I've been to Dumont a few times now."
(anecdotes/miscellaneous),"However, the service is absolutely horrible."
(service#food),"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure."
(food#food),With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.
(anecdotes/miscellaneous#food),"SUM IT: local investment bankers like it, try for yourself at least once."
(food),The staff is very friendly.
(food#anecdotes/miscellaneous),The waiters ALWAYS look angry and even ignore their high-tipping regulars.
(food#food),The music which is sometimes a little too heavy for my taste.
(food),"Not to be overlooked, the service is excellent."
(food#food#service#service#food),"This place is classy, chic, the service is warm and hospitable, and the food is outstanding."
(anecdotes/miscellaneous),Average cake thats been courted by a LOT of hype.
(service#anecdotes/miscellaneous#anecdotes/miscellaneous),"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont."
(service#anecdotes/miscellaneous),The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.
(anecdotes/miscellaneous),"for an appetizer, their calamari is a winner."
(anecdotes/miscellaneous#service),The ambience is also more laid-back and relaxed.
(anecdotes/miscellaneous),"If this restaurant was in Manhattan, I would definitely go more often."
(food#price),It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.
(anecdotes/miscellaneous),We were wondering why they were there to make our dining experience miserable?
(anecdotes/miscellaneous),We ordered lamb which was perfectly cooked and tasted awesome.
(anecdotes/miscellaneous),"I often find myself with time to kill in Times Square, which is a shame since I don't love this area."
(food#anecdotes/miscellaneous),Cantinetta is a real treasure in a see of mediocre Italian restaurants.
(anecdotes/miscellaneous),but their mac cheese was YUMMY!
(service#anecdotes/miscellaneous),"Finally let into the store 5 at a time, to buy expensive slices from a harried staff."
(service#anecdotes/miscellaneous#food#food#anecdotes/miscellaneous#food),"The homage to India is most evident in the delectable roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour."
(anecdotes/miscellaneous),"Not terrible, but not the restaurant in the reviews of 2002."
(food#service#anecdotes/miscellaneous#service),"His food is excellent (and not expensive by NYC standards- no entrees over $30, most appetizers $12 to 14)."
(anecdotes/miscellaneous),"We love it, and took buses and cabs to get there."
(food#food),"Great food, good wine and an excellent host."
(food#food#food#food),"While the smoothies are a little big for me, the fresh juices are the best I have ever had!"
(food),Really nice restaurant to go with a group or on a date.
(food#anecdotes/miscellaneous#anecdotes/miscellaneous),"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating."
(anecdotes/miscellaneous),The BEST Chinese food Uptown!
(food#food),"But now that it's under new ownership and has been renovated, it looks great."
(anecdotes/miscellaneous),"In fact, this was not a Nicoise salad and was barely eatable."
(anecdotes/miscellaneous#food),It was delish and I didn't feel bad eating it.
(anecdotes/miscellaneous),They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!
(anecdotes/miscellaneous),Don't waste your time or your money.
(anecdotes/miscellaneous),They are located off the beaten path but are certainly worth the trip.
(anecdotes/miscellaneous#anecdotes/miscellaneous#food#anecdotes/miscellaneous),"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT."
(anecdotes/miscellaneous),The steak melted in my mouth.
(anecdotes/miscellaneous),You will find everything about Trio to your liking!
(anecdotes/miscellaneous),I went for restaurant week and ordered off the prix fixe menu
(food#anecdotes/miscellaneous#food#food#price),") It's not the best Japanese restaurant in the East Village, but it's a pretty solid one for its modest prices, and worth repeat visits."
(food#food),"The staff is unbelievably friendly, and I dream about their Saag gosht...so good."
(anecdotes/miscellaneous),We'll definitly be back again!
(food),"The food here was great, a treat from beginning to end."
(anecdotes/miscellaneous),"Try the ribs, sizzling beef and couple it with coconut rice."
(food#anecdotes/miscellaneous),The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.
(food#food#service),Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great portions all at a reasonable price.
(food),I think the meatball parm is good.
(food#food#service#food),"The food is great (big selection, reasonable prices) and the drinks are really good."
(food),it is a cozy place to go with a couple of friends.
(service#service),"The happy hour is so cheap, but that does not reflect the service or the atmosphere."
(anecdotes/miscellaneous),We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.
(food),Also get the Onion Rings -- best we've ever had.
(anecdotes/miscellaneous),I have no idea why this restaurant is so often overlooked.
(food#service),The design is very intimate and romantic.
(anecdotes/miscellaneous#food),"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert."
(anecdotes/miscellaneous),Delish and made to your liking!
(anecdotes/miscellaneous),I would definitely come back to this restaurant.
(anecdotes/miscellaneous),I read about this place in Time Out magazine.
(food#food),"We been there and we really enjoy the food, was areally great food, and the service was really good."
(food),Dug the blue bar area too.
(food#anecdotes/miscellaneous#food#food),"Young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night."
(anecdotes/miscellaneous),their brunch menu had something for everyone.
(anecdotes/miscellaneous),"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later."
(food),Went there for a special celebration.
(service),it was a very warm experience.
(anecdotes/miscellaneous),WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.
(food),Waiters are very friendly and the pasta is out of this world.
(anecdotes/miscellaneous),but the food was delicious.
(food#food),They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.
(food),Service was good and so was the atmosphere.
(anecdotes/miscellaneous),Now we moved out of the state and every visit to NYC includes a stop here.
(food),The food was outstanding and the service was tops.
(anecdotes/miscellaneous),We were seated next to a couple whose kitchen was being renovated and we agreed since we're all foodies who eat out a lot - that this wasn't a place we'd return to.
(food#anecdotes/miscellaneous#food#food),"And these are not small, wimpy fast food type burgers - these are real, full sized patties."
(anecdotes/miscellaneous),"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable."
(anecdotes/miscellaneous),Go for the Seafood Paella for two.
(ambience),"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana."
(service),I'm looking forward to going back soon and eventually trying most everything on the menu!
(food#food#anecdotes/miscellaneous),"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate."
(food#food),The sushi is always fresh and yummy and the menu is pretty varied.
(food#food),"The guac is fresh, yet lacking flavor, we like to add our fresh salsa into it."
(food#food),The fajita we tried was tasteless and burned and the mole sauce was way too sweet.
(service),My boyfriend and I went here last night and LOVED it!
(food#food),"BEST spicy tuna roll, great asian salad."
(anecdotes/miscellaneous),Everything about this place was wonderful.
(food),this restaurant is absolutely beautiful.
(price),I went there with a few friends and will return.
(anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#service#service),"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt."
(anecdotes/miscellaneous#food#food),I can't imagine how much worse it would have been if we'd gone at a prime time!
(anecdotes/miscellaneous),The gnocchi literally melts in your mouth!
(anecdotes/miscellaneous),"This place has beautiful sushi, and it's delicious CHEAP. "
(anecdotes/miscellaneous),Do not go to this restaurant.
(anecdotes/miscellaneous),Go spend your money somewhere that really wows you.
(food),Reasonably priced with very fresh sushi.
(anecdotes/miscellaneous),"The atmosphere takes you to that place, the place many dream of."
(food),We've always gotten amazing service and we love the food.
(price),I had to wait for my friend at the bar for a few minutes
(anecdotes/miscellaneous#anecdotes/miscellaneous#anecdotes/miscellaneous#food#anecdotes/miscellaneous#anecdotes/miscellaneous#food),"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available."
(food),Sushi so fresh that it crunches in your mouth.
(service#service),My first experience at Siam Square was very pleasant.
(anecdotes/miscellaneous),"Go with the specials, and stay away from the salmon. "
(service#anecdotes/miscellaneous),"Although somewhat loud, the noise was minimally intrusive."
(food#food),"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice."
(food#food),"Food was decent, but not great."
(food),The worst though was the taste.
