(save),Save room for deserts - they're to die for.
(fancy food#strangest menu),This place has the strangest menu and the restaurants tries too hard to make fancy food.
(beef noodle soup),I usually get one the Vietnamese Beef Noodle Soup.
(potato spinach gnocchi),Favourites include: potato spinach gnocchi and the lamb.
,"And as SOON as one person is done, she asked to pick up the plate immediately."
,"Even when the chef is not in the house, the food and service are right on target."
,The $72 Delmonico steak had to be sent back because it was not cooked to order.
,The decor is designed in a contemporary Japanese style restaurant.
(latin food#ca n't),"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong."
(garlic shrimp),I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.
,This is definitely one of the places that I have continued to come back to over the years.
,A con was the slow bar service.
,One caveat: Some of the curried casseroles can be a trifle harsh.
(top notch),The bread is top notch as well.
,This place was the worst.
,All I can say is they are fantastic.
,The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.
(wrong entree),"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way)."
(foie gras),The foie gras was sweet and luscious.
(chinese food),"Frankly, the chinese food here is something I can make better at home."
(curry leaf#good service#great indian food),"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf."
,"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order."
,The sushi is reasonably priced and fresh.
(wonderful place),I think this a a wonderful place.
,The service is excellent and always informative without an air.
,I went to Kitchenette this weekend for brunch.
(the crabcakes are way over salted and do n't get me started on the very greasy mac and cheese#the banana pudding they serve has never seen an oven),"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE."
,We ordered a glass of wine and were finished eating and paying before the wine came.
(fresh leaf salad),The chicken and falafel platters were nondescript combinations with fresh leaf salad.
(taste#great reviews),"After reading the great reviews, I invited a die-hard downtown friend of mine to join me at TASTE."
,Service is usually pretty good.
(decent menu#dessert pizza),"While there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza."
(feeling#squished-in),Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.
(good service#good value#great food),"Good service, great food, good value, and never have to wait in line!"
(black truffle sauce#style hamburger steak#black cod#spicy cod roe spaghetti#chelsea#creative menu),"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few."
,the food - not worth the price.
(delivery service),"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast."
,15% gratuity automatically added to the bill.
(york),"Certainly not the best sushi in New York, however, it is always fresh, and the place is very clean, sterile."
(wine list),"The wine list is extensive, well priced and covers alot of regions."
,"The food is wonderful, artfully done and simply delicious."
(healthy lunch),My daughter and I left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.
(whether#pizza place),Whether one pizza place is better than another is often very subjective.
,"Straight-forward, no surprises, very decent Japanese food."
,It's the kind of place I like to support!
,It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice.
,My wife I lived on the west side and found this while visiting firends on the UES.
,"It was such a fantastic dining experience, that I returned again the same week."
,"Yum, the chicken is great here."
(good food),it is a hidden delight complete with a quaint bar and good food.
(staff members),The staff members are extremely friendly and even replaced my drink once when I dropped it outside.
,THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.
(good value),"Best Chinese on the Upper East, prompt delivery, good value."
(hot#dog),i dont know what some people who rave about this hot dog are talking about.
,The help was extremely nice and did not rush us.
,You will be very happy with the experience.
,"Since I cook for a living, I'm very fussy about the food I eat in restaurants."
(chocolate raspberry cake),"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor."
(brooklyn),"The staff is arrogant, the prices are way high for Brooklyn."
(siam),Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.
(great place),Bobb V's is a great place to take your Friends and Family!
(all cost),Do yourself a favor and avoid this place at ALL COST!
,I was highly disappointed by their service and food.
(past#summer),I recently visited over this past summer after being away for a year.
(friendly service#decent prices#great food),"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast."
(top-notch food),"Once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."
(chillis#green),"When the dish arrived it was blazing with green chillis, definitely not edible by a human."
(supportive staff),Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.
(own vegetable garden),"All toppings are so fresh you'd think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made."
(cozy ambiance#exquisite choice#serious indian food),"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice."
(midtown area),"There are many french bistros in the midtown area, and I wholheartedly recommend this one."
,personally i say save your money.
(whole#experience),The whole experience was satisfying.
(halibut cheek appetizer#foie gras#positive thing#generous portion),"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal."
(pre-show meal#uptown location),"If you are here as a pre-show meal, hop in a cab and take the extra 10 minutes to go to the uptown location."
,It took about 2 1/2 hours to be served our 2 courses.
,This is the best Italian restaurant in the city.
,My friend told me about this restaurant for a year before he finally took me this weekend.
(free desserts),My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.
('ve eaten),"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable."
(this place sucks),"in conclusion, THIS PLACE SUCKS!!!"
(shrimp dishs#cold sesame noodles),"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs."
,The staff is 100% Italian and the food is as authentic as it gets.
(nikki sushi),"now called nikki sushi, sushi is OK."
(midtown area#really),Really Lovely dining experience in the midst of buzzing midtown area.
(terrible meal),Way too much money for such a terrible meal.
(small portions),I was starving and the small portions were driving me crazy!
(pub herd#black sheep),In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a mix of sports-bar butch and ornate kitsch.
,The fried calamari was even better!
,"To be fair, the food still is good and the service is quick and attentative even though its usually very busy."
(authentic hong kong-style food),"if you're looking for authentic hong kong-style food, look no further."
(square garden#places worthy#'s square check),"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!"
,I have dined at Mammino several times now and each time it gets bettter.
(i#snotty#hearty#guffaw#whilst),the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.
,The wait staff was very attentive and polite.
(chinatown),Could have had better for 1/3 the price in Chinatown.
,I recommend any of their salmon dishes......
(be),Be sure to accompany your food with one of their fresh juice concoctions.
,The food is very good and the service is great.
(cuisine),Cuisine is billed as asian fusion - doesn't meet the bill.
(friendly staff memebers),"From the beginning, we were met by friendly staff memebers, and the convienent parking at Chelsea Piers made it easy for us to get to the boat."
(laid-back atmosphere),"they really provide a relaxing, laid-back atmosphere."
(bad#manners),"several times and put up with the waiters' bad manners, knowing that their job isn't easy."
,The Deco and ambiance was really romantic.
(small place),"The room is a little plain, but it's difficult to make such a small place exciting and I would not suggest that as a reason not to go."
,"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable."
,"The service is really fast and friendly, and the value is great."
(wide variety#boutique selection),The boutique selection of wines covers a wide variety without being imposeing.
(great food),Great food but the service was dreadful!
(black sheep#pub fare#shepherds pie),""" The menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians."
(birthday#'s#casual#friend#lunches),I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.
(quick service),They have very quick service which is great when you don't have much time.
(awesome dinner#chelsea),It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.
(busy#friday#night),My order is on my table even on a busy friday night within 10 minutes (at the most) of hanging up the phone.
(cold side),My chicken was completely dried out and on the cold side and the sauce was not very flavorful.
,"I would not recommend MEET at all, it is a rip off all the way from the time to step in!"
,The prices are not terrible.
,"I recommend the black roasted codfish, it was the best dish of the evening."
(interesting selection#lowkey hip neighborhood clientele#good music#nice tapas),"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele."
(atmosphere),Atmosphere is a bore.
(good food#right price),"Good food at the right price, what more can you ask for."
,The falafal was rather over cooked and dried but the chicken was fine.
,The service was outstanding.
,"Not only was the waiter efficient and courteous, but also extremely helpful. "
(dessert),Dessert was also to die for!
(dark chicken#microwave taste),"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste."
(quick meal),perfect for a quick meal.
,"However, the food and service and dramatically lacking."
,"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants."
(dente pasta#generous portions),"Perfectly al dente pasta, not drowned in sauce -- generous portions."
(sweet irish bartender),Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.
(cell#phone),The sushi is cut in blocks bigger than my cell phone.
,"This place is Italian, not French."
,"Weekends can get crowded, but still highly recommended."
(lamb entree#avocado shrimp),"The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the salads (avocado shrimp) were quite good."
,Whatever the reason it is definitely the place to be.
,"Not only do they have the best escargot in town,they always try to accomodate our toddler."
,"BTW, the service is very good ."
(staff),Staff is accomodating make sure you are satified.
(late lunch),last Tuesday for a late lunch with a friend.
,Service was awful - mostly because staff were overwhelmed on a Saturday night.
,"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport."
,"And the food, well the food will keep you coming back."
,This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.
,"Slow service, but when you're hanging around with groups of 10 or 20, who really notices?"
(was highly disappointed by the food),I WAS HIGHLY DISAPPOINTED BY THE FOOD.
,"If you're in the 'hood, definitely stop in."
(atmosphere ...#gracious hostess),"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess."
(beautiful ambience#attentive service#excellent food),"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service."
,We loved it and will go back!
(olives#onion#beans#nicoise#green#red),"No green beans, no egg, no anchovy dressing, no nicoise olives, no red onion."
(meal),Meal was very expensive for what you get.
,"So we sat at the bar, the bartender didn't seem like he wanted to be there."
(sushi),"I trust the people at Go Sushi, it never disappoints."
(good food good wine),good food good wine that's it.
(cheese baclava ... soooo#lamb kebabs#rice medley#root vegetables#spinach thing#fresh veggies),"Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious."
(positive thing),"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly."
(excellent quality#good restaurant price),Food is excellent quality for a good restaurant price.
(rib tips#bbq),"And, the honey BBQ rib tips are yummy!"
,We spent so much time getting elbowed around while we waited we left.
,Stay away if you're claustrophobic
,"Not because I was pregnant, but the food here is always delicious."
(do n't know what the others on the block were like but we were pleased with our choice),DON'T KNOW WHAT THE OTHERS ON THE BLOCK WERE LIKE BUT WE WERE PLEASED WITH OUR CHOICE.
,"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area."
(whether),Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.
,Before the place didn't call my attention.
(order $ 10+#cold sesame noodles),"The cold sesame noodles, which are a freebie when you order $10+, are delectable."
(great food),"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service."
,the food is delicious and highly recommended.
,mojitos and the service are the best part in there
,We were so happy with our food and were even more thrilled when we saw the bill.
,I would only go for the coffee which is way better than Starbucks or the like.
,"After I paid for my purchase, I noticed they had not given me utensils so I could eat my pie."
,My husband and I had a blast.
(nick#joe),My personal favorite is Nick and Joe's.
,"Too bad, has a lot of potential."
,We live in the neighborhood and have been going there twice a week since the day they first opened.
,"But dinner here is never disappointing, even if the prices are a bit over the top."
,The food is great and the milkshakes are even better!
(mozzarella sticks#appetizer selection stinks),"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu."
(fun place),It's the conversations that make this a fun place to be.
,My friend had a burger and I had these wonderful blueberry pancakes.
(owner),Owner is pleasant and entertaining.
,"The atmosphere is warm, comfortable, artsy and sexy."
(prime time),The place just isn't ready for prime time.
,"The waiters were very professional, courteous and attentive."
,"I have never in my life sent back food before, but I simply had to, and the waiter argued with me over this."
,Would not return for the amount we paid.
,We'd walked by it dozens of times and finally settled on a Monday night.
(casual drink#place worthwhile),"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile."
,went there last night with my coworker.
(n't look),"It doesn't look like much on the outside, but the minute you walk inside, it's a whole other atmosphere."
,I was pleasently surprised at the taste.
(busy#hrs),"during busy hrs, i recommend that you make a reservation."
(real#talent),"Chef Vincenzo, always there if you need him, is a real talent and a real Roman."
,"The closest that I got was the Cherry Marscapone, but they were out of it that day."
,"The sauce may not be for everyone, since it is distintive."
(waiting),Waiting three hours before getting our entrees was a treat as well.
,"The food is surprisingly good, and the decor is nice."
,"Also, the staff is very attentive and really personable."
(cajun shrimp),"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great."
,It had been awhile and I forgot just how delicious crepes can be.
(dumont),"OK, I've been to Dumont a few times now."
(great experience#dessert menu),"We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the dessert menu."
(convenient location),"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure."
(mediocre places),With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.
(sum it),"SUM IT: local investment bankers like it, try for yourself at least once."
,The staff is very friendly.
,The waiters ALWAYS look angry and even ignore their high-tipping regulars.
,The music which is sometimes a little too heavy for my taste.
,"Not to be overlooked, the service is excellent."
,"This place is classy, chic, the service is warm and hospitable, and the food is outstanding."
,Average cake thats been courted by a LOT of hype.
(dumont),"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont."
(turn#slight),The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.
,"for an appetizer, their calamari is a winner."
,The ambience is also more laid-back and relaxed.
(manhattan),"If this restaurant was in Manhattan, I would definitely go more often."
,It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.
,We were wondering why they were there to make our dining experience miserable?
,We ordered lamb which was perfectly cooked and tasted awesome.
,"I often find myself with time to kill in Times Square, which is a shame since I don't love this area."
(real#mediocre#treasure#restaurants#italian),Cantinetta is a real treasure in a see of mediocre Italian restaurants.
,Dug the blue bar area too.
(mac cheese),but their mac cheese was YUMMY!
(expensive#slices),"Finally let into the store 5 at a time, to buy expensive slices from a harried staff."
(delectable roti canai appetizer#pungent curry#mango chicken),"The homage to India is most evident in the delectable roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour."
,"Not terrible, but not the restaurant in the reviews of 2002."
(nyc#appetizers $),"His food is excellent (and not expensive by NYC standards- no entrees over $30, most appetizers $12 to 14)."
,"We love it, and took buses and cabs to get there."
(good wine#excellent host#great food),"Great food, good wine and an excellent host."
(fresh juices),"While the smoothies are a little big for me, the fresh juices are the best I have ever had!"
(really),Really nice restaurant to go with a group or on a date.
(so-so food#great meal),"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating."
(chinese food#best),The BEST Chinese food Uptown!
(new#ownership),"But now that it's under new ownership and has been renovated, it looks great."
,"In fact, this was not a Nicoise salad and was barely eatable."
,It was delish and I didn't feel bad eating it.
(homemade pastas),They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!
,Don't waste your time or your money.
,They are located off the beaten path but are certainly worth the trip.
(great),"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT."
,The steak melted in my mouth.
(trio),You will find everything about Trio to your liking!
(restaurant week#prix fixe menu),I went for restaurant week and ordered off the prix fixe menu
(modest prices),") It's not the best Japanese restaurant in the East Village, but it's a pretty solid one for its modest prices, and worth repeat visits."
(...#gosht),"The staff is unbelievably friendly, and I dream about their Saag gosht...so good."
,We'll definitly be back again!
,"The food here was great, a treat from beginning to end."
(try#coconut rice),"Try the ribs, sizzling beef and couple it with coconut rice."
(sushi rose#great portions#reasonable price#fresh sushi),Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great portions all at a reasonable price.
(meatball#parm),I think the meatball parm is good.
(big selection#reasonable prices),"The food is great (big selection, reasonable prices) and the drinks are really good."
(cozy place),it is a cozy place to go with a couple of friends.
(hour#happy),"The happy hour is so cheap, but that does not reflect the service or the atmosphere."
,We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.
,Also get the Onion Rings -- best we've ever had.
,I have no idea why this restaurant is so often overlooked.
,The design is very intimate and romantic.
(gigantic#burrito),"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert."
,Delish and made to your liking!
,I would definitely come back to this restaurant.
,I read about this place in Time Out magazine.
,I definitely enjoyed the food as well.
(great food),"We been there and we really enjoy the food, was areally great food, and the service was really good."
,Feels like family when we go there.
(young neighborhood trendies graze),"Young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night."
(brunch menu),their brunch menu had something for everyone.
,"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later."
(special celebration),Went there for a special celebration.
(warm#experience),it was a very warm experience.
(we were pleasantly surprised with our choice),WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.
(waiters),Waiters are very friendly and the pasta is out of this world.
,but the food was delicious.
(mediterranean),They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.
,Service was good and so was the atmosphere.
(nyc),Now we moved out of the state and every visit to NYC includes a stop here.
,this restaurant is absolutely beautiful.
,We were seated next to a couple whose kitchen was being renovated and we agreed since we're all foodies who eat out a lot - that this wasn't a place we'd return to.
(fast food type burgers),"And these are not small, wimpy fast food type burgers - these are real, full sized patties."
,"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable."
(seafood paella),Go for the Seafood Paella for two.
(entrees#chicken parmigiana),"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana."
,I'm looking forward to going back soon and eventually trying most everything on the menu!
(awful#performing-and#duo#disco),"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate."
,The sushi is always fresh and yummy and the menu is pretty varied.
(fresh#salsa),"The guac is fresh, yet lacking flavor, we like to add our fresh salsa into it."
(mole sauce),The fajita we tried was tasteless and burned and the mole sauce was way too sweet.
,My boyfriend and I went here last night and LOVED it!
(staff person#little rude pie),I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.
(great asian salad#spicy tuna#best),"BEST spicy tuna roll, great asian salad."
,Everything about this place was wonderful.
,The food was outstanding and the service was tops.
,I went there with a few friends and will return.
(seafood joint#lovely dinner),"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt."
(ca n't#prime time),I can't imagine how much worse it would have been if we'd gone at a prime time!
,The gnocchi literally melts in your mouth!
(beautiful sushi),"This place has beautiful sushi, and it's delicious CHEAP. "
,Do not go to this restaurant.
,Go spend your money somewhere that really wows you.
(fresh sushi),Reasonably priced with very fresh sushi.
,"The atmosphere takes you to that place, the place many dream of."
(amazing service),We've always gotten amazing service and we love the food.
,I had to wait for my friend at the bar for a few minutes
(famous french fries),"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available."
(sushi),Sushi so fresh that it crunches in your mouth.
(siam),My first experience at Siam Square was very pleasant.
,"Go with the specials, and stay away from the salmon. "
,"Although somewhat loud, the noise was minimally intrusive."
,"Food was decent, but not great."
(pork dumplings),"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice."
(ca n't#new menu),"The new menu has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the person that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone."
,"Everyone who works there (the host, the bartender, the servers) is so helpful."
(excellent tapas#great prices),"excellent tapas at great prices, romantic, small but not overly crowed, excellent"
(nick#joe#thin crust),Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.
(grand marnier shrimp),"I highly reccomend the grand marnier shrimp, it's insanely good."
,You will not be dissapointed by any of the choices in the menu.
(favorite restaurants),Don Pedro's is one of my favorite restaurants.
(all-around good),"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level."
,"Actually, everyone who worked there seemed to be annoyed."
(rude bartender#graceless manager),"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out."
,We were very impressed with the food and value.
,I didn't go there for food so I can't comment.
(sangria),All of the apetizers are good and the Sangria is very good.
,"The appetizers are ok, but the service is slow."
(fresh veggies#pasta primavera),"The pasta primavera was outstanding as well, lots of fresh veggies."
(great scene),"Not too much so, but enough that there's a great scene."
(simple italian food),"It's traditional, simple italian food."
(wonderful breakfast sandwiches#pork product#great things#jersey),"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham."
(ultra-thick chocolate),"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty."
,The portions are very large and the service is fantastic!!
(round corner table),Ask for the round corner table next to the large window.
(food items),Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.
,The service we experienced was friendly and good.
(black#'s#eaten#vinegar),It's eaten with black vinegar and shredded ginger.
(tasty salads),Go here if you want fresh and tasty salads of any type you can imagine.
(mediterranean#popular dish#goat cheese),"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious."
(easy#beacuse),"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable."
,The food really isn't very good and the service is terrible.
,"the atmosphere is very nice, and a welcome escape from the rest of the SI mall."
(sweet honey-mustard beef#dishes),"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs."
(butter),Just because P Diddy had a party at Butter doesn't mean we should be automatically impressed.
(ground chickpea soup),The ground chickpea soup we sampled as a starter tasted somewhat thin.
(nyc),I have been in NYC for over 10 years and could not find this delicacy east of the Hudson .
(cute waiters),"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it."
(roast chicken),I had roast chicken and a salad.
(great drinks#great food),"Great food, great drinks, nice dining atmosphere."
(extraordinary veggie burger),"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices."
(lobster ravioli),I'm in love with the lobster ravioli!
,The food was wonderful and imaginative.
(york#best),They are by far the BEST past in New York.
(peak times),Can be a bit busy around peak times because of the size.
(restaurant#example#business#typical),This is a typical example of an establishment in which its owners do not know anything about the restaurant business!
(mediterranean),"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive."
(good overall),The food was good overall. 
(hard#time),"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???"
(party#private),"If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out."
,But the meals were terrible.
,Two wasted steaks -- what a crime!
,"Between my guest and I, we sampled at least 80% of the menu, and they were all hits."
(extensive beer list),"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list."
(brooklyn),It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).
,the teas are great and all the sweets are homemade.
,The staff is very sharp and they look good too.
(chinatown),I thought the food isn't cheap at all compared to Chinatown.
(dosa hut),I used to be a regular costumer at pongal until dosa hut opened right next door to it.
,Half a chicken with a mountain of rice and beans for $6.25.
(cozy setting),The traditional Italian items are great - cheap and served in a cozy setting.
,"The service is a quite slow, but friendly."
(great reviews),"After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite."
,I have to say the place was awesome.
(great#neighbhorhood),great neighbhorhood spot.
(garlic knots),I also recommend the garlic knots.
(favorite#haunts),Satay is one of those favorite haunts on Washington where the service and food is always on the money.
(delivery times),I have to say they have one of the fastest delivery times in the city.
(food authentic),"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine."
(healthy unglamorous food),Simple healthy unglamorous food cheap.
,Best things to order are from the grill (Churrasco and Ribs).
(pizza 's),"The pizza's are made fresh, crispy, and ready to serve."
